TERM|CRN|SUBJ|CRSE#|SEC|TITLE|CR|DISTR|PROJ|COMMENT|INSTR1|INSTR2|PTRM|DESC1|TIME1|DAYS1|BLDG_RM1|DESC2|TIME2|DAYS2|BLDG_RM2
201704|11094|CPSC|093|01|DirRdg:|0.5||10|Credit range .5-1. See Dept Admin Asst to register.|Soni, Ameet||1|Directed Rdg|||TBA||||
201704|16528|CPSC|099|A|Senior Comprehensive|0.25||99|See Dept Admin Asst to register.|STAFF||1|Course|||TBA||||
201704|16600|DANC|002|01|FYS: Carnvl Cultu Mdrn Eur (W)|1|HU, W|12|Cross-listed with MUSI 002 and THEA 011A.|Sabee, Olivia||1|FY Seminar|11:30am-12:20pm|MWF|Lang Music Building 204||||
201704|16786|DANC|011|01|Dance Lab I: Making Dance|1|HU|15||Sabee, Olivia||1|Studio Course|4:30pm-6:00pm|MW|Lang Perf Arts Ctr 2||||
201704|10070|DANC|040|01|Dance Technique- Modern I|0.5||8||Poe, Jumatatu||1|Studio Course|4:30pm-6:00pm|MW|Lang Perf Arts Ctr 2||||
201704|10071|DANC|041|01|Dance Technique: Ballet I|0.5||8||Sabee, Olivia||1|Studio Course|11:20am-12:35pm|TTH|Lang Perf Arts Ctr 3||||
201704|10072|DANC|043|01|Dance Technique:Afr Dance I|0.5||8|Eligible for BLST program.|Pettaway, Saleana||1|Studio Course|6:00pm-7:30pm|MW|Lang Perf Arts Ctr 2||||
201704|13885|DANC|045|01|Dance Technique- Yoga|0.5||8||Arrow, Kim||1|Studio Course|3:00pm-4:30pm|TTH|Lang Perf Arts Ctr 2||||
201704|16196|DANC|046|01|Dance Technique-Kathak|0.5||8|Eligible for ASIA or ISLM program.|Chakravorty, Pallabi||1|Studio Course|4:30pm-6:00pm|TTH|Lang Perf Arts Ctr 2||||
201704|10077|DANC|050|01|Dance Technique- Modern II|0.5||8||Poe, Jumatatu||1|Studio Course|2:40pm-4:10pm|MW|Lang Perf Arts Ctr 3||||
201704|10078|DANC|051|01|Dance Technique: Ballet II|0.5||8||Moss-Thorne, Chandra||1|Studio Course|2:40pm-4:10pm|TTH|Lang Perf Arts Ctr 3||||
201704|15243|DANC|052|01|Dance Technique: Pnt and Partn|0.5||10||Moss-Thorne, Chandra||1|Studio Course|4:15pm-5:30pm|TTH|Lang Perf Arts Ctr 3||||
201704|16200|DANC|053|01|Dance Technique: African II|0.5||10|Eligible for BLST program.|Pettaway, Saleana||1|Studio Course|7:30pm-9:00pm|MW|Lang Perf Arts Ctr 2||||
201704|10080|DANC|061|01|Dance Technique- Ballet III|0.5||8||Moss-Thorne, Chandra||1|Studio Course|11:30am-1:00pm|MW|Lang Perf Arts Ctr 3||||
201704|16691|DANC|071|01|Salsa Dance/Drumming|0.5||8|Cross-listed with MUSI 071. Eligible for BLST program.|Arrow, Kim||1|Studio Course|6:00pm-9:00pm|TH|Lang Perf Arts Ctr 3||||
201704|16524|DANC|092|01|Independent Study|1|HU|5|See Dept Admin Asst to register.|STAFF||1|Independent Study|||TBA||||
201704|16841|DANC|093|01|Directed Reading|1|HU|5||Sabee, Olivia||1|Directed Rdg|||TBA||||
201704|16513|DANC|096|01|Senior Thesis|1|HU|5|See Dept Admin Asst to register.|STAFF||1|Thesis|||TBA||||
201704|11414|DANC|040P|01|PE Dance: Modern I|0||16|2 PE units.|Poe, Jumatatu||1|Phys Educ|4:30pm-6:00pm|MW|Lang Perf Arts Ctr 2||||
201704|11415|DANC|041P|01|PE Dance: Ballet I|0||16|2 PE units.|Sabee, Olivia||1|Phys Educ|11:20am-12:35pm|TTH|Lang Perf Arts Ctr 3||||
201704|11416|DANC|043P|01|PE Dance: African I|0||16|2 PE units|Pettaway, Saleana||1|Phys Educ|6:00pm-7:30pm|MW|Lang Perf Arts Ctr 2||||
201704|13886|DANC|045P|01|PE Dance Technique: Yoga|0||16|2 PE units|Arrow, Kim||1|Phys Educ|3:00pm-4:30pm|TTH|Lang Perf Arts Ctr 2||||
201704|16197|DANC|046P|01|PE Dance: Kathak|0||17|2 PE units.|Chakravorty, Pallabi||1|Phys Educ|4:30pm-6:00pm|TTH|Lang Perf Arts Ctr 2||||
201704|16198|DANC|049A|01|Dance Perf: Repertory- Modern|0.5||8||Poe, Jumatatu||1|Performance|6:00pm-9:00pm|T|Lang Perf Arts Ctr 2||||
201704|16199|DANC|049AP|01|PE Dance: Repertory- Modern|0||17|2 PE units.|Poe, Jumatatu||1|Phys Educ|6:00pm-9:00pm|T|Lang Perf Arts Ctr 2||||
201704|16053|DANC|049B|01|Dance Perf: Repertory- Tap|0.5||10||Davis, LaDeva||1|Performance|6:00pm-7:30pm|MW|Lang Perf Arts Ctr 3||||
201704|16054|DANC|049BP|01|PE Dance: Repertory- Tap|0||16|2 PE units.|Davis, LaDeva||1|Phys Educ|6:00pm-7:30pm|MW|Lang Perf Arts Ctr 3||||
201704|16055|DANC|049D|01|Dance Perf: Repertory- Taiko|0.5||6|Eligible for ASIA program.|Arrow, Kim||1|Performance|2:15pm-5:15pm|F|Lang Perf Arts Ctr 2||||
201704|16056|DANC|049DP|01|PE Dance: Repertory- Taiko|0||12|2 PE units.|Arrow, Kim||1|Phys Educ|2:15pm-5:15pm|F|Lang Perf Arts Ctr 2||||
201704|11421|DANC|050P|01|PE Dance: Modern II|0||16|2 PE units.|Poe, Jumatatu||1|Phys Educ|2:40pm-4:10pm|MW|Lang Perf Arts Ctr 3||||
201704|11422|DANC|051P|01|PE Dance: Ballet II|0||16|2 PE units.|Moss-Thorne, Chandra||1|Phys Educ|2:40pm-4:10pm|TTH|Lang Perf Arts Ctr 3||||
201704|15244|DANC|052P|01|PE Dance: Pointe & Partnering|0||15|2 PE units.|Moss-Thorne, Chandra||1|Phys Educ|4:15pm-5:30pm|TTH|Lang Perf Arts Ctr 3||||
201704|16201|DANC|053P|01|PE Dance: African II|0||15|2 PE units.|Pettaway, Saleana||1|Phys Educ|7:30pm-9:00pm|MW|Lang Perf Arts Ctr 2||||
201704|11425|DANC|061P|01|PE Dance: Ballet III|0||16|2 PE units.|Moss-Thorne, Chandra||1|Phys Educ|11:30am-1:00pm|MW|Lang Perf Arts Ctr 3||||
201704|16692|DANC|071P|01|PE:Dance:Salsa/Drumming|0||16|2 PE units.|Arrow, Kim||1|Phys Educ|6:00pm-9:00pm|TH|Lang Perf Arts Ctr 3||||
201704|15870|ECON|001|01|Introduction to Economics|1|SS|10||Bayer, Amanda||1|Course|9:30am-10:20am|MWF|Kohlberg 226||||
201704|10012|ECON|001|02|Introduction to Economics|1|SS|10||Caskey, John||1|Course|10:30am-11:20am|MWF|Kohlberg 226||||
201704|10013|ECON|001|03|Introduction to Economics|1|SS|10||Remer, Marc||1|Course|11:30am-12:20pm|MWF|Kohlberg 226||||
201704|15451|ECON|001|04|Introduction to Economics|1|SS|10||O'Connell, Stephen||1|Course|9:55am-11:10am|TTH|Kohlberg 226||||
201704|10018|ECON|001|06|Introduction to Economics|1|SS|10||Magenheim, Ellen||1|Course|1:15pm-2:30pm|TTH|Kohlberg 226||||
201704|12924|ECON|001|07|Introduction to Economics|1|SS|10||Jefferson, Philip||1|Course|1:15pm-4:00pm|M|Kohlberg 226||||
201704|10002|ECON|011|01|Intermediate Microeconomics|1|SS|99|Students must register for one conference section A-F below.|Golub, Stephen||1|Course|11:30am-12:20pm|MWF|Science Center 101||||
201704|12925|ECON|011|A|Intermed Microecon-Conference|0||18||Golub, Stephen||1|Conference|8:55am-9:45am|TH|Kohlberg 218||||
201704|12926|ECON|011|B|Intermed Microecon-Conference|0||18||Golub, Stephen||1|Conference|9:55am-10:45am|TH|Kohlberg 218||||
201704|12927|ECON|011|C|Intermed Microecon-Conference|0||18||Golub, Stephen||1|Conference|11:20am-12:10pm|TH|Kohlberg 218||||
201704|12928|ECON|011|D|Intermed Microecon-Conference|0||18||Golub, Stephen||1|Conference|1:40pm-2:30pm|TH|Kohlberg 218||||
201704|12929|ECON|011|E|Intermed Microecon-Conference|0||18||Golub, Stephen||1|Conference|2:40pm-3:30pm|TH|Kohlberg 218||||
201704|12930|ECON|011|F|Intermed Microecon-Conference|0||18||Golub, Stephen||1|Conference|4:05pm-4:55pm|TH|Kohlberg 218||||
201704|15453|ECON|022|01|Financial Economics|1|SS|30||Caskey, John||1|Course|9:30am-10:20am|MWF|Kohlberg 228||||
201704|10020|ECON|031|01|Introduction to Econometrics|1|SS|25||Todd Bronchetti, Erin||1|Course|1:15pm-2:30pm|TTH|Kohlberg 115||||
201704|16616|ECON|031|02|Introduction to Econometrics|1|SS|25||Todd Bronchetti, Erin||1|Course|2:40pm-3:55pm|TTH|Kohlberg 226||||
201704|15038|ECON|033|01|Financial Accounting|1|SS|30||Hargadon, Joseph||1|Course|7:00pm-9:30pm|W|Science Center L26||||
201704|16230|ECON|035|01|Econometrics|1|SS|30||Jefferson, Philip||1|Course|11:30am-12:20pm|MWF|McCabe Library 306||||
201704|16619|ECON|042|01|Law and Economics|1|SS|30||Kuperberg, Mark||1|Course|2:40pm-3:55pm|TTH|Science Center 105||||
201704|16231|ECON|055|01|Behavioral Economics|1|SS|40||Bhanot, Syon||1|Course|9:55am-11:10am|TTH|Kohlberg 115||||
201704|16232|ECON|061|01|Industrial Organization|1|SS|30||Remer, Marc||1|Course|10:30am-11:20am|MWF|Science Center 145||||
201704|16618|ECON|073|01|Race,Ethnicity&Gender in Econ|1|SS|30|Eligible for BLST or GSST program.|Bayer, Amanda||1|Course|1:15pm-4:00pm|M|Kohlberg 228||||
201704|15872|ECON|075|01|Health Economics|1|SS|30||Magenheim, Ellen||1|Course|11:20am-12:35pm|TTH|Kohlberg 116||||
201704|16617|ECON|076|01|Environmental Economics|1|SS|30|Eligible for ENVS program|Peck, Jennifer||1|Course|10:30am-11:20am|MWF|Science Center 181||||
201704|16235|ECON|102|A|Adv Macroeconomics (1)|1|SS|10|Double-graded seminar. BOTH SECTIONS required.|Kuperberg, Mark||1|Seminar1|1:15pm-6:00pm|W|Kohlberg 218||||
201704|16236|ECON|102|B|Adv Macroeconomics (2)|1|SS|10|Double-graded seminar. BOTH SECTIONS required.|Kuperberg, Mark||1|Seminar2|1:15pm-6:00pm|W|Kohlberg 218||||
201704|16237|ECON|155|A|Behavioral/Exper Econ (1)|1|SS|10|Double-graded seminar. BOTH SECTIONS required.|Bhanot, Syon||1|Seminar1|1:15pm-5:30pm|T|Kohlberg 218||||
201704|16238|ECON|155|B|Behavioral/Exper Econ(2)|1|SS|10|Double-graded seminar. BOTH SECTIONS required.|Bhanot, Syon||1|Seminar2|1:15pm-5:30pm|T|Kohlberg 218||||
201704|16620|ECON|176|A|Environmental Economics (1)|1|SS|12|Double-graded seminar. BOTH SECTIONS required.|Peck, Jennifer||1|Seminar1|1:15pm-5:30pm|M|Kohlberg 218||||
201704|16621|ECON|176|B|Environmental Economics (2)|1|SS|12|Double-graded seminar. BOTH SECTIONS required.|Peck, Jennifer||1|Seminar2|1:15pm-5:30pm|M|Kohlberg 218||||
201704|16622|ECON|181|A|Economic Development (1)|1|SS|12|Double-graded seminar. BOTH SECTIONS required. Eligible for ASIA. BLST or PEAC program.|O'Connell, Stephen||1|Seminar1|1:15pm-5:30pm|TH|Kohlberg 230||||
201704|16623|ECON|181|B|Economic Development (2)|1|SS|12|Double-graded seminar. BOTH SECTIONS required.|O'Connell, Stephen||1|Seminar2|1:15pm-5:30pm|TH|Kohlberg 230||||
201704|10085|EDUC|014|01|Introduction to Education (W)|1|SS, W|30|Eligible for CBL.|Liu, Roseann||1|Course|2:00pm-5:00pm|F|Lang Center 112||||
201704|10089|EDUC|021|01|Educational Psychology|1|SS|30|Cross-listed with PSYC 021. Required for PSYC-EDUC special majors; does not count in min credits for PSYC program. Eligible for CBL.|Renninger, K. Ann||1|Course|7:00pm-10:00pm|T|Lang Center 112||||
201704|16173|EDUC|026|01|SpecEd: Issues & Practice|1|SS|25|Cross-listed with PSYC 026.|Linn, Margaret||1|Course|1:15pm-2:30pm|TTH|Pearson Hall 006||||
201704|16589|EDUC|053|01|Educating Emergent Bilinguals|1|SS|30|Eligible for GSST, INTP or LALS program and CBL.|Allard, Elaine||1|Course|1:15pm-4:00pm|W|Kohlberg 115||||
201704|16587|EDUC|061|01|Gender and Education (W)|1|SS, W|30|Eligible for GSST program.|Nelson, Joseph||1|Course|1:15pm-4:00pm|M|Lang Center 112||||
201704|16588|EDUC|064|01|Comparative Education (W)|1|SS, W|30||Smulyan, Lisa||1|Course|11:20am-12:35pm|TTH|Kohlberg 115||||
201704|15834|EDUC|092|A|Curriculum & Methods Sem (1)|1|SS|20|Double-graded seminar. BOTH SECTIONS required.|Bradley, Jennifer||1|Seminar1|6:00pm-9:00pm|W|Pearson Hall 220||||
201704|15835|EDUC|092|B|Curriculum & Methods Sem (2)|1|SS|20|Double-graded seminar. BOTH SECTIONS required.|Bradley, Jennifer||1|Seminar2|6:00pm-9:00pm|W|Pearson Hall 220||||
201704|15832|EDUC|093|A|Practice Teaching (1)|1|SS|20|Double-graded seminar. BOTH SECTIONS required.|STAFF||1|Teaching|||TBA||||
201704|15833|EDUC|093|B|Practice Teaching (2)|1|SS|20|Double-graded seminar. BOTH SECTIONS required.|STAFF||1|Teaching2|||TBA||||
201704|10431|EDUC|096|01|Thesis|1|SS|12|Credit range 1-2. See Dept Admin Asst to register.|Smulyan, Lisa||1|Thesis|||TBA||||
201704|10445|EDUC|180|01|Honors Thesis|1|SS|12|See Dept Admin Asst to register.|STAFF||1|Thesis|||TBA||||
201704|13345|EDUC|001C|01|Writing Pedagogy (W)|1|HU, W|15|Cross-listed with ENGL 001C. NOT in pre-enrollment.|Gladstein, Jill||1|Workshop|1:15pm-4:00pm|M|Science Center 102||||
201704|13340|EDUC|001C|02|Writing Pedagogy (W)|1|HU, W|15|Cross-listed with ENGL001C. NOT in pre-enrollment.|Gladstein, Jill||1|Workshop|1:15pm-3:55pm|T|Trotter Hall 303||||
201704|11553|EDUC|014F|01|FYS: Intro to Education (W)|1|SS, W|12|Eligible for CBL.|Bradley, Jennifer||1|FY Seminar|1:15pm-4:00pm|M|Pearson Hall 220||||
201704|12652|EDUC|014F|02|FYS: Intro to Education (W)|1|SS, W|12|Eligible for CBL.|Nelson, Joseph||1|FY Seminar|7:00pm-10:00pm|M|Pearson Hall 220||||
201704|16171|EDUC|014F|03|FYS: Intro to Education (W)|1|SS, W|12|Eligible for CBL.|Liu, Roseann||1|FY Seminar|1:15pm-4:00pm|W|Pearson Hall 220||||
201704|16172|EDUC|023A|01|Adolescence-Attachment|0.5||15||Linn, Margaret||1|Attachment|4:15pm-6:00pm|M|Pearson Hall 220||||
201704|15754|EDUC|091B|01|Spec Topics|1||12|Credit range .5-1. See Dept Admin Asst to register.|Renninger, K. Ann||1|Independent Study|||TBA||||
201704|14477|ENGL|005|01|Journalism Workshop (W)|1|HU, W|15||Mezzacappa, Dale||1|Workshop|1:15pm-4:00pm|M|Lang Perf Arts Ctr 201||||
201704|16607|ENGL|010|01|Core: Survey I:Beowulf -Milton|1|HU|40||Williamson, Craig||1|Course|11:30am-12:20pm|MWF|Lang Perf Arts Ctr 301||||
201704|10297|ENGL|020|01|Shakespeare|1|HU|40||Johnson, Nora||1|Course|1:15pm-4:00pm|M|Lang Perf Arts Ctr 301||||
201704|16631|ENGL|025|01|Christopher Marlowe: Work, Lif|1|HU|35||Song, Eric||1|Course|1:15pm-4:00pm|W|Lang Perf Arts Ctr 301||||
201704|16610|ENGL|035|01|Rise of the Novel|1|HU|40|Eligible for INTP program.|Buurma, Rachel||1|Course|10:30am-11:20am|MWF|Lang Perf Arts Ctr 301||||
201704|16602|ENGL|064|01|The New Negro vs. Jim Crow|1|HU|40|Eligible for BLST program.|Foy, Anthony||1|Course|2:00pm-5:00pm|F|Science Center 113||||
201704|16604|ENGL|096|01|Methods|1|HU|40|Eligible for INTP program.|Song, Eric||1|Course|1:15pm-2:30pm|TTH|Lang Perf Arts Ctr 301||||
201704|14126|ENGL|097|01|Dir Rdg:|0.5||10|Credit range .5-1. See Dept Admin Asst to register.|Buurma, Rachel||1|Directed Rdg|||TBA||||
201704|16301|ENGL|116|A|Redefining US Southern Lit (1)|1|HU|10|Double-graded seminar. BOTH SECTIONS required.|Schmidt, Peter||1|Seminar1|1:15pm-5:00pm|W|Lang Perf Arts Ctr 201||||
201704|16302|ENGL|116|B|Redefining US Southern Lit (2)|1|HU|10|Double-graded seminar. BOTH SECTIONS required.|Schmidt, Peter||1|Seminar2|1:15pm-5:00pm|W|Lang Perf Arts Ctr 201||||
201704|16605|ENGL|118|A|Modern Poetry (1)|1|HU|10|Double-graded seminar. BOTH SECTIONS required.|Anderson, Nathalie||1|Seminar1|1:15pm-5:00pm|T|Lang Perf Arts Ctr 201||||
201704|16606|ENGL|118|B|Modern Poetry (2)|1|HU|10|Double-graded seminar. BOTH SECTIONS required.|Anderson, Nathalie||1|Seminar2|1:15pm-5:00pm|T|Lang Perf Arts Ctr 201||||
201704|12482|ENGL|180|01|Senior Honors Thesis|1|HU|10|See Dept Admin Asst to register.|STAFF||1|Thesis|||TBA||||
201704|10294|ENGL|001C|01|Writing Pedagogy(W)|1|HU, W|15|Cross-listed with EDUC 001C. By permission only; NOT in pre-enrollment.|Gladstein, Jill||1|Course|1:15pm-4:00pm|M|Science Center 102||||
201704|10564|ENGL|001C|02|Writing Pedagogy(W)|1|HU, W|15|Cross-listed with EDUC 001C. By permission only; NOT in pre-enrollment.|Gladstein, Jill||1|Course|1:15pm-3:55pm|T|Trotter Hall 303||||
201704|16464|ENGL|001D|01|Writing Tutorial|0.5||5|See Dept Admin Asst to register.|STAFF||1|Course|||TBA||||
201704|13173|ENGL|001F|01|FYS:Trans to College Wrtg (W)|1|HU, W|16||Newmann Holmes, Alba||1|FY Seminar|9:55am-11:10am|TTH|Trotter Hall 315||||
201704|13176|ENGL|001F|02|FYS:Trans to College Wrtg (W)|1|HU, W|16||Ford, Natalie||1|FY Seminar|11:20am-12:35pm|TTH|Trotter Hall 315||||
201704|13346|ENGL|001F|03|FYS:Trans to College Wrtg (W)|1|HU, W|16||Newmann Holmes, Alba||1|FY Seminar|1:15pm-2:30pm|TTH|Pearson Hall 005||||
201704|16506|ENGL|001F|04|FYS:Trans to College Wrtg (W)|1|HU, W|16||Ford, Natalie||1|FY Seminar|2:40pm-3:55pm|TTH|Pearson Hall 005||||
201704|15645|ENGL|009A|01|FYS: Literature and Law (W)|1|HU, W|12||Patnaik, Sangina||1|FY Seminar|9:55am-11:10am|TTH|Kohlberg 230||||
201704|15814|ENGL|009A|02|FYS: Literature and Law (W)|1|HU, W|12||Patnaik, Sangina||1|FY Seminar|11:20am-12:35pm|TTH|Kohlberg 230||||
201704|15567|ENGL|009E|01|FYS:Narcissus/Hist of Refl (W)|1|HU, W|12||Song, Eric||1|FY Seminar|11:20am-12:35pm|TTH|Lang Perf Arts Ctr 201||||
201704|16801|ENGL|009M|01|FYS:The Wzrd of Oz in Context|1|HU|12||STAFF||1|FY Seminar|11:20am-12:35pm|TTH|Lang Music Building 204||||
201704|16609|ENGL|009N|01|FYS: Philadelphia Poets (W)|1|HU, W|12||Anderson, Nathalie||1|FY Seminar|10:30am-11:20am|MWF|Lang Perf Arts Ctr 201||||
201704|16807|ENGL|051M|01|Medicine, Disability & Narrati|1|HU|25||STAFF||1|Course|7:00pm-8:30pm|TTH|Lang Perf Arts Ctr 301||||
201704|16601|ENGL|052B|01|Core: US Fiction-1945-Present|1|HU|40||Schmidt, Peter||1|Course|9:55am-11:10am|TTH|Lang Perf Arts Ctr 301||||
201704|16608|ENGL|070D|01|Grendel's Workshop|1|HU|15||Williamson, Craig||1|Workshop|2:00pm-5:00pm|F|Lang Perf Arts Ctr 301||||
201704|16603|ENGL|070H|01|Adv Fiction: Writers Workshop|1|HU|12||Pastan, Rachel||1|Workshop|1:15pm-4:00pm|W|Trotter Hall 301||||
201704|12877|ENGL|070K|01|Dir Creative Writing Projects|1|HU|12|See Dept Admin Asst to register.|Frost, Gregory||1|Workshop|||TBA||||
201704|16440|ENGL|070K|02|Dir Creative Writing Projects|1|HU|0|See Dept Admin Asst to register.|Williamson, Craig||1|Workshop|||TBA||||
201704|16829|ENGL|070K|03|Dir Creative Writing Projects|1|HU|5||Anderson, Nathalie||1|Workshop|||TBA||||
201704|16830|ENGL|070K|04|Dir Creative Writing Projects|1|HU|5||Schmidt, Peter||1|Workshop|||TBA||||
201704|16632|ENGL|089B|01|Matl's that Matter: Anthropoce|1|HU|12|Cross-listed with ENVS 016. Eligible for ENVS program.|Price, Katie||1|Course|1:15pm-4:00pm|M|Lang Center 106||||
201704|16803|ENGL|089E|01|Ecofeminism(s)|1|HU|12|Cross-listed with ENVS 012. Eligible for ENVS or GSST programs.|DiChiro, Giovanna||1|Course|11:20am-12:35pm|TTH|Trotter Hall 303||||
201704|16597|ENGL|095A|01|The Art of the American Musica|1|HU|35|Cross-listed with THEA 005B and MUSI 005D. Eligible for BLST program.|Glover, Eric||1|Course|2:15pm-5:15pm|F|Lang Music Building 407||||
201704|16752|ENGR|003|01|Problems in Technology (W)|1|NS, NSEP, W|35|Eligible for ENVS program|Macken, Nelson||1|Course|10:30am-11:20am|MWF|Hicks 211|Lab|1:15pm-5:30pm|T|Hicks 110
201704|15524|ENGR|028|01|Mobile Robotics|1|NS, NSEP|35|Students must register for lab section A or B below. Cross-listed with CPSC 082. Eligible for COGS program.|STAFF||1|Course|2:40pm-3:55pm|TTH|Hicks 211||||
201704|15526|ENGR|028|A|Mobile Robotics- Lab|0||17||STAFF||1|Lab|||TBA||||
201704|16753|ENGR|028|B|Mobile Robotics- Lab|0||17||STAFF||1|Lab|||TBA||||
201704|16755|ENGR|035|01|Solar Energy Systems|1|NS, NSEP|35|Eligible for ENVS program.|Everbach, Carr||1|Course|11:20am-12:35pm|TTH|Hicks 211|Lab|||Hicks 401
201704|10098|ENGR|041|01|Thermofluid Mechanics|1|NS, NSEP|35|Students must register for one Lab section A-D and one problem session X or Y below.|Macken, Nelson||1|Course|8:30am-9:20am|MWF|Science Center 128||||
201704|10128|ENGR|041|A|Thermofluid Mechan- Lab|0||12||Moser, Allan||1|Lab|1:15pm-2:30pm|M|Hicks 110||||
201704|10129|ENGR|041|B|Thermofluid Mechan- Lab|0||12||Moser, Allan||1|Lab|2:40pm-3:55pm|M|Hicks 110||||
201704|13145|ENGR|041|C|Thermofluid Mechan- Lab|0||12||Moser, Allan||1|Lab|1:15pm-2:30pm|W|Hicks 110||||
201704|13146|ENGR|041|D|Thermofluid Mechan- Lab|0||12||Moser, Allan||1|Lab|2:40pm-3:55pm|W|Hicks 110||||
201704|10425|ENGR|041|X|Thermofluid Mech-Prob Sess|0||35||Macken, Nelson||1|Problem session|1:15pm-3:00pm|M|Hicks 211||||
201704|11156|ENGR|041|Y|Thermofluid Mech-Prob Sess|0||35||Macken, Nelson||1|Problem session|1:15pm-3:00pm|W|Hicks 211||||
201704|16270|ENGR|059|01|Mechanics of Solids|1|NS, NSEP|35|If in ENGR 041 register for ENGR 041 Wed Lab.|Siddiqui, Faruq||1|Lab|1:15pm-4:00pm|M|Hicks 303|Course|9:55am-11:10am|TTH|Hicks 211
201704|16757|ENGR|060|01|Structural Analysis|1|NS, NSEP|35||Siddiqui, Faruq||1|Course|10:30am-11:20am|MWF|Hicks 303|Lab|1:15pm-4:15pm|T|Hicks 303
201704|16758|ENGR|072|01|Electronic Circuit Application|1|NS, NSEP|35|Students must register for one lab section A or B below.|Cheever, Erik||1|Course|11:30am-12:20pm|MWF|Hicks 211||||
201704|16759|ENGR|072|A|Electronic Circuit Applic- Lab|0||17||Cheever, Erik||1|Lab|1:15pm-3:55pm|T|Hicks 310||||
201704|16760|ENGR|072|B|Electronic Circuit Applic- Lab|0||17||Cheever, Erik||1|Lab|1:15pm-4:00pm|F|Hicks 310||||
201704|16761|ENGR|072|C|Electronic Circuit Applic- Lab|0||17||Cheever, Erik||1|Lab|1:15pm-3:55pm|TH|Hicks 310||||
201704|16492|ENGR|090|01|Engineering Design (W)|1|NS, W|35|See Dept Admin Asst to register.|Molter, Lynne|Siddiqui, Faruq|1|Research Project|||TBA||||
201704|10101|ENGR|093|02|Dir Rdg:|1||12|Credit range .5-1. See Dept Admin Asst to register.|Everbach, Carr||1|Directed Rdg|||TBA||||
201704|13604|ENGR|093|09|Directed Reading|0.5||5||Moser, Allan||1|Directed Rdg|||TBA||||
201704|16372|ENGR|011A|01|Elect'l Circuit Analys I|0.5||35|Students must register for one lab section A1 or A2 below. Fall I; 9/4-10/13, 2017.|Molter, Lynne||2|Course|8:30am-9:20am|MWF|Science Center 199||||
201704|16374|ENGR|011A|A1|Elect'l Circuit Analys I- Lab|0||35|Fall I; 9/4-10/13, 2017.|Piovoso, Michael||2|Lab|1:15pm-5:30pm|M|Hicks 312A||||
201704|16375|ENGR|011A|A2|Elect'l Circuit Analys I- Lab|0||35|Fall I; 9/4-10/13, 2017.|Piovoso, Michael||2|Lab|1:15pm-5:30pm|W|Hicks 312A||||
201704|16396|ENGR|011A|X1|Elect'l Circuit Analys I- Prob|0||12|Fall I; 9/4-10/13, 2017. Recommended Problem Session.|Molter, Lynne||2|Problem session|2:00pm-4:00pm|F|Hicks 211||||
201704|16373|ENGR|011B|01|Elect'l Circuit Analys II|0.5||35|Students must register for one lab section B1 or B2 below. Fall II; 10/23-12/8, 2017.|Molter, Lynne||3|Course|8:30am-9:20am|MWF|Science Center 199||||
201704|16376|ENGR|011B|B1|Elect'l Circuit Analys II- Lab|0||35|Fall II; 10/23-12/8, 2017.|Piovoso, Michael||3|Lab|1:15pm-5:30pm|M|Hicks 312A||||
201704|16377|ENGR|011B|B2|Elect'l Circuit Analys II- Lab|0||35|Fall II; 10/23-12/8, 2017.|Piovoso, Michael||3|Lab|1:15pm-5:30pm|W|Hicks 312A||||
201704|16397|ENGR|011B|X1|Elect'l Ct Analys II- Prob Ses|0||12|Fall II; 10/23-12/8, 2017. Recommended Problem Session.|Molter, Lynne||3|Problem session|2:00pm-4:00pm|F|Hicks 211||||
201704|16378|ENGR|015A|01|Digit Systs & Comp Engr Fundim|0.5||35|Fall I; 9/4-10/13, 2017. Digital Humanities (DGHU). Students must register for one lab section A1 or A2 below.|Ganapati, Vidya||2|Course|8:30am-9:45am|TTH|Science Center 199||||
201704|16380|ENGR|015A|A1|Dig Syst/Comp Engr Fundam- Lab|0||12|Fall I; 9/4-10/13, 2017.|Cheever, Erik||2|Lab|1:15pm-4:00pm|M|Hicks 212||||
201704|16382|ENGR|015A|A2|Dig Syst/Comp Engr Fundam- Lab|0||12|Fall I; 9/4-10/13, 2017.|Cheever, Erik||2|Lab|1:15pm-4:00pm|W|Hicks 212||||
201704|16379|ENGR|015B|01|Dsgn of Digi & Embed Systs|0.5||35|Fall II; 10/23-12/8, 2017. Digital Humanities (DGHU). Students must register for one lab section B1or B3 below.|Ganapati, Vidya||3|Course|8:30am-9:45am|TTH|Science Center 199||||
201704|16381|ENGR|015B|B1|Dsgn Digi & Embed Systs- Lab|0||12|Fall II; 10/23-12/8, 2017.|Cheever, Erik||3|Lab|1:15pm-4:00pm|M|Hicks 212||||
201704|16383|ENGR|015B|B2|Dsgn Digi & Embed Systs- Lab|0||12|Fall II; 10/23-12/8, 2017.|Cheever, Erik||3|Lab|1:15pm-4:00pm|W|Hicks 212||||
201704|16869|ENVS|031|01|Climate Disruption|1||12|Cross-listed with SOCI 055C or PEAC 055. Eligible for ENVS or PEAC program.|Smithey, Lee||1|Course|10:30am-11:20am|MWF|Kohlberg 228||||
